COD.MUN|MUNICIPI|DTE.|SECCIÓ|SUB.|MESA|COMPREN ELS ELECTORS|LOCALS EN QUE SE CELEBRA LA VOTACIÓ|DIRECCIÓ
25274|TARREGA|03|003||A|A L|ESCOLA ALBA|PG SIMO CANET, S/N
25274|TARREGA|03|003||B|M Z|ESCOLA ALBA|PG SIMO CANET, S/N
25275|TARREGA|04|001||U|A Z|ESCOLA PIA|PL PARE CARLES PERELLO, 1
25276|TARREGA|04|002||A|A L|CENTRE D'ENTITATS|C/ SEGLE XX, 2
25276|TARREGA|04|002||B|M Z|CENTRE D'ENTITATS|C/ SEGLE XX, 2
25277|TARRES|01|001||U|A Z|CASA DE LA VILA|CARRER MONTSERRAT, 17
25278|TARROJA DE SEGARRA|01|001||U|A Z|CASA CONSISTORIAL|CTRA GUISSONA A CERVERA, S/N
25279|TERMENS|01|001||A|A L|EDIFICI AJUNTAMENT|PLAÇA CATALUNYA, 1
25279|TERMENS|01|001||B|M Z|EDIFICI AJUNTAMENT|PLAÇA CATALUNYA, 1
25280|TIRVIA|01|001||U|A Z|EDIFICI ESCOLA|CARRER ESCOLES, S/N
25281|TIURANA|01|001||U|A Z|AJUNTAMENT TIURANA-SOLES|AJUNTAMENT TIURANA-SOLES, S/N
25282|TORA|01|001||U|A Z|COL·LEGI PUBLIC SANT GIL|CARRER ERES, 16
25283|TORMS (ELS)|01|001||U|A Z|EDIFICI DE L'AJUNTAMENT|PLAÇA MAJOR, 4
25284|TORNABOUS|01|001||U|A Z|SALA SALVADOR SEGUI|PLAÇA LA VILA, 1
25285|TORRE DE CABDELLA|01|001||U|A Z|AJUNTAMENT DE TORRE DE CAPDELLA|PLAÇA DE L'AJUNTAMENT, 1 -LA TORRE DE CAPDELLA-
25286|TORRE-SERONA|01|001||U|A Z|CASA CONSISTORIAL|CARRER MAJOR, 29
25287|TORREBESSES|01|001||U|A Z|AJUNTAMENT DE TORREBESSES|CARRER PORTAL, 3
25288|TORREFARRERA|01|001||A|A L|CASA CONSISTORIAL|CARRER MAJOR, 35
25288|TORREFARRERA|01|001||B|M Z|CASA CONSISTORIAL|CARRER MAJOR, 35
25288|TORREFARRERA|01|002||A|A K|CASA CONSISTORIAL|CARRER MAJOR, 35
25288|TORREFARRERA|01|002||B|L Z|CASA CONSISTORIAL|CARRER MAJOR, 35
25289|TORREFETA I FLOREJACS|01|001||U|A Z|CASA CONSISTORIAL|CARRER CARRETERA, S/N -TORREFETA-
25290|TORREGROSSA|01|001||A|A L|REGIDORIA DE CULTURA I ESPORTS|PLAÇA CANALEJAS, 1
25291|TORREGROSSA|01|001||B|M Z|AJUNTAMENT (SALA DE PLENS)|PLAÇA CANALEJAS, 1
25292|TORRELAMEU|01|001||U|A Z|CENTRE CIVIC|CARRER DE BALAGUER, 3
25293|TORRES DE SEGRE|01|001||A|A K|AJUNTAMENT - BAIXOS|PLAÇA ESGLESIA, 1
25293|TORRES DE SEGRE|01|001||B|L Z|AJUNTAMENT - BAIXOS|PLAÇA ESGLESIA, 1
25294|TREMP|01|001||U|A Z|CEIP VALLDEFLORS|CARRER TARRAGONA, 37
25294|TREMP|01|002||U|A Z|CEIP VALLDEFLORS|CARRER TARRAGONA, 37
25294|TREMP|02|001||A|A K|CEIP VALLDEFLORS|CARRER TARRAGONA, 37
25294|TREMP|02|001||B|L Z|CEIP VALLDEFLORS|CARRER TARRAGONA, 37
25294|TREMP|02|002||A|A K|CEIP VALLDEFLORS|CARRER TARRAGONA, 37
25294|TREMP|02|002||B|L Z|CEIP VALLDEFLORS|CARRER TARRAGONA, 37
25294|TREMP|03|001||U|A Z|CEIP VALLDEFLORS|CARRER TARRAGONA, 37
25295|VALL DE BOI (LA)|01|001||U|A Z|AJUNTAMENT DE LA VALL DE BOI|PG SANT FELIU, 43 -BARRUERA-
25296|VALL DE CARDOS|01|001||U|A Z|BAIXOS AJUNTAMENT|CAMI COMUNIDOR, S/N -RIBERA DE CARDOS-
25297|VALLBONA DE LES MONGES|01|001||U|A Z|SALA D'ACTES DE CASA LA VILA|CARRER PRAT DE LA RIBA, 3
25298|VALLFOGONA DE BALAGUER|01|001|01|A|A Z|SALA D'ACTES AJUNTAMENT|CARRER MAJOR, 29
25299|VALLFOGONA DE BALAGUER|01|001|02|B|A Z|LOCAL SOCIAL-VESTIDORS|CARRER JOAQUIM LLUCH ROVIRA, 1 B -LA RAPITA-
25300|VALLFOGONA DE BALAGUER|01|001|03|C|A Z|LOCAL SOCIAL DE L'HOSTAL NOU I LA CODOSA|CARRER FRANCESC MACIA, 1 -L'HOSTAL NOU I LA CODOSA-
25301|VALLS D'AGUILAR (LES)|01|001||U|A Z|CENTRE CIVIC CAL PERE|CARRER DIPUTACIO, 83 -NOVES DE SEGRE-
25302|VALLS DE VALIRA (LES)|01|001||U|A Z|CASA CONSISTORIAL|CARRER PLAÇA, S/N -ANSERALL-
25303|VANSA I FORNOLS|01|001||U|A Z|CASA CONSISTORIAL|CARRER UNIC, S/N -SORRIBES-
25304|VERDU|01|001||U|A Z|AJUNTAMENT DE VERDU|PLAÇA MAJOR, 1
25305|VIELHA E MIJARAN|01|001||A|A K|ESCOLA PUBLICA "GARONA"|CTRA DETH TUNEL, 4 -VIELHA-
25305|VIELHA E MIJARAN|01|001||B|L Z|ESCOLA PUBLICA "GARONA"|CTRA DETH TUNEL, 4 -VIELHA-
25306|VIELHA E MIJARAN|01|002|01|A|A Z|LOCAL SOCIAL DE AUBERT|PLAÇA MAJOR, 1 -AUBERT-
25307|VIELHA E MIJARAN|01|002|02|B|A Z|COL·LEGI PUBLIC "METDIA"|CARRER SANT SEBASTIA, 37 -ESCUNHAU-
25308|VIELHA E MIJARAN|01|002|03|C|A Z|COL·LEGI PUBLIC "BARICAUBA"|CARRER MAJOR, 1 -GAUSAC-
25309|VIELHA E MIJARAN|01|003||A|A L|CASAU DETH JUBILAT|AV PAS D'ARRO, 20 -VIELHA-
25309|VIELHA E MIJARAN|01|003||B|M Z|CASAU DETH JUBILAT|AV PAS D'ARRO, 20 -VIELHA-
25310|VILA-SANA|01|001||U|A Z|BAIXOS CASA CONSISTORIAL|PLAÇA MAJOR, 4
25311|VILAGRASSA|01|001||U|A Z|CASA DE LA VILA|CARRER RAMON PERELLO, 1
25312|VILALLER|01|001||U|A Z|CASA CONSISTORIAL - SALO DE SESSIONS|CARRER SANT CLIMENT, 3
25313|VILAMOS|01|001||U|A Z|AJUNTAMENT|PLAÇA MAJOR, 4
25314|VILANOVA DE BELLPUIG|01|001||U|A Z|SALA DE JOVENT DE L'AJUNTAMENT|CARRER DR GASSOL, 1
25315|VILANOVA DE L'AGUDA|01|001||U|A Z|CASA CONSISTORIAL|CARRER MAJOR, 30
25316|VILANOVA DE LA BARCA|01|001||U|A Z|SALA SOCIOCULTURAL DE L'AJUNTAMENT|PLAÇA MAJOR, 4
25317|VILANOVA DE MEIA|01|001||U|A Z|SALA D'ACTES DE L'AJUNTAMENT|CARRER LA FONT, 13
25318|VILANOVA DE SEGRIA|01|001||U|A Z|AJUNTAMENT - SALA SOCIAL|CARRER MAJOR, S/N
25319|VILOSELL (EL)|01|001||U|A Z|LOCAL POLIVALENT|CARRER CARRETERA, 10
25320|VINAIXA|01|001||U|A Z|VESTIBUL PRINCIPAL DE L'AJUNTAMENT|CTRA LLEIDA, 1
